trial_num,mu_1,mu_2,payoff_1,payoff_2
43,0.719080990151704,0.5726644603957738,1,0
44,0.6816805805188931,0.5663513694663262,1,1
45,0.53,0.53,0,0
46,0.46384579207168153,0.5012252673283627,1,0
47,0.3744776055212745,0.49750483615526375,0,1
48,0.3247508453622525,0.5582262278892265,1,0
49,0.2972289972144032,0.556500453470655,0,1
50,0.28032848057806636,0.48397224766934355,0,0
51,0.3219637108141452,0.4989451489454009,0,1
52,0.39914361659676445,0.5009257770092078,0,0
53,0.53,0.53,0,1
54,0.48236182619237244,0.5365203661460863,1,0
55,0.5078179665416221,0.5029774710424854,1,0
56,0.39896629591744803,0.5531626314190436,0,1
57,0.33246273042882,0.4843533693182882,1,0
58,0.3573556761145298,0.48698768766877487,1,1
59,0.3524668512412662,0.5101362953124087,0,0
60,0.3021546081914811,0.530028944357675,0,1
61,0.2845835947276333,0.46629030534951665,0,0
62,0.29531992324865475,0.5518348003025857,1,1
63,0.3186438681217638,0.5858807493399208,0,1
64,0.3028994123052485,0.6923460625299196,1,1
65,0.2367857804841771,0.7398180151864799,0,1
66,0.3281714573641914,0.7425034777174252,0,0
67,0.34985137764872765,0.7752837586131957,0,1
68,0.34265889284218143,0.7550344818754158,1,1
69,0.39182844359797764,0.6853906879799623,1,1
70,0.41406413582576307,0.663021753928907,1,1
71,0.41032546083541954,0.7025774435464108,0,1
72,0.38584185282175765,0.7907704303737075,1,0
73,0.46165643319707117,0.7184328772174738,0,1
74,0.3871738641834548,0.8040772661726633,0,0
75,0.1965496721339143,0.8281313779638415,1,1
76,0.53,0.53,1,0
77,0.5010620150210603,0.4993827456199932,1,0
78,0.5013256149975676,0.4747727441194928,1,0
79,0.5018331855155568,0.4428336501098852,1,1
80,0.46774934652744315,0.42138917381351293,1,0
81,0.5813568759561171,0.39848121608849374,0,1
82,0.6608826123910411,0.43397658250574767,1,1
83,0.6855813184203143,0.44601093851001017,1,1
84,0.6812507695493775,0.5284842510525183,0,0
85,0.6040879445953016,0.47243551558373764,1,0
86,0.6525135414419075,0.40863186008439956,1,0
87,0.8014023755481071,0.3910744191730785,1,1
88,0.8667665280470273,0.41777212982539225,1,1
89,0.7675441752051851,0.44055239597231344,1,1
90,0.7218304921192927,0.4838439109488064,1,0
91,0.6786117528201216,0.5196122574428234,1,0
92,0.7415135023267544,0.4326056027141224,0,0
93,0.6863750100938314,0.47959915232830463,1,1
94,0.6530470281548897,0.45533103070771097,0,1
95,0.7824456431127769,0.41324250550305575,1,1
96,0.8231008021858338,0.4219164059482311,1,1
97,0.8314560382819477,0.42040214959759814,1,0
98,0.7271663506348485,0.4668400166900931,0,0
99,0.7551061802834109,0.4982741357096613,1,1
100,0.7268471074553302,0.4817020736922609,1,1
101,0.6901905548841072,0.4409995190008883,1,1
102,0.6898294141570667,0.4121761664929229,1,0
103,0.6464672269550115,0.42294736545312017,0,1
104,0.4110205866942134,0.5895143060044493,0,1
105,0.42434911390537666,0.6300921509094681,1,1
106,0.3444766261998182,0.6792282297828182,0,1
107,0.231121426396341,0.737539575517551,0,0
108,0.2003950493688671,0.7083634430981275,1,0
109,0.1602362015982919,0.7682510407655679,0,1
110,0.1953033341481352,0.7683935234702063,1,1
111,0.53,0.53,0,0
112,0.5397572478544144,0.44405540122310205,1,1
113,0.607673752044474,0.4293388636801069,1,0
114,0.542302644313696,0.482343162334822,1,1
115,0.6651812532392269,0.41631355046883245,1,0
116,0.7329160499506099,0.36666892382121385,1,0
117,0.88979865105115,0.3296872653649766,0,0
118,0.7712204626564735,0.3418754886969515,1,0
119,0.6828206221707194,0.4390398132581136,0,0
120,0.6193904704928077,0.3579237053301825,1,1
121,0.6778411036553214,0.2893568505114429,0,0
122,0.6226573483592508,0.2975226591129039,0,0
123,0.532466410657509,0.3405224012608614,1,0
124,0.6501351198099529,0.28524802226700086,1,0
125,0.7511449047061224,0.1915130162240079,1,0
126,0.7057005186393608,0.18282158019883119,1,1
127,0.7870719793652847,0.1805839547888977,1,0
128,0.7466231096258773,0.0983311375093982,1,0
129,0.6608040863318023,0.1660709171817178,1,0
130,0.6968046424191331,0.1678537181822748,0,0
131,0.7019463565604057,0.2622094675633446,1,0
132,0.6487294963480216,0.34082236867736726,1,0
133,0.6943580788846494,0.32512492694363904,1,0
134,0.7978712623550509,0.30065545550333317,0,1
135,0.8346823766178105,0.2075931414838728,1,1
136,0.8206259663807272,0.1985177693431439,1,0
137,0.8392138139491372,0.1898109048850262,1,0
138,0.7815140582942318,0.14703830243170501,0,0
139,0.7642507719769139,0.09411530724197299,1,0
140,0.7303350527856699,0.0580102964344943,0,0
141,0.825408014695519,0.0423428289399685,1,0
142,0.8635894532577576,0.03,1,0
143,0.53,0.53,1,1
144,0.4184547257088286,0.6192974969804674,1,1
145,0.3474056713690814,0.6658648472976316,1,1
146,0.32336509389075396,0.6856896815290223,0,1
147,0.36060321538098095,0.6448009741504724,0,1
148,0.4480610412971743,0.6081147136742305,0,0
149,0.49687159705554484,0.6348351814120315,1,0
150,0.5120136421267506,0.6983286944443097,1,1
151,0.4002238434653145,0.6254592702634755,0,1
152,0.4056809768548515,0.5554244281756568,0,0
153,0.36544529917439394,0.5881957756554377,0,1
154,0.3610068731225936,0.6057872214202215,1,1
155,0.2306895595796965,0.7492708130350281,0,1
156,0.3445183622488489,0.7116837679127668,0,1
157,0.31211690046720564,0.6935873702357662,0,1
158,0.3507276334729118,0.6436802940156778,1,1
159,0.43046586604454473,0.6012860966714032,1,0
160,0.5357106038310082,0.5277445624142969,1,1
161,0.4068810413645415,0.6251300040045022,0,1
162,0.3223370679183114,0.5955508659819151,1,1
163,0.2908313627801573,0.5643029079945805,0,0
164,0.260355265724986,0.5873413569092606,1,1
165,0.25537215112858,0.5791268544428964,0,0
166,0.2243964927225158,0.5770255376513795,0,1
167,0.22231916405514499,0.5267194111355319,1,0
168,0.2064626724153872,0.5877514668240693,0,1
169,0.28081923575398426,0.5092948157720556,0,1
170,0.31452724703336743,0.4924275767533045,0,0
171,0.2593971258103891,0.46822329802980656,0,0
172,0.3631863574248707,0.4821543152275466,0,0
173,0.4401812561299143,0.5006099129666565,1,1
174,0.53,0.53,1,1
175,0.6060921678268023,0.41516435411420904,1,0
176,0.6862244896712991,0.3817848370379483,0,0
177,0.7161106665941165,0.36741684508353045,1,0
178,0.7892605010358125,0.27212827958309993,1,0
179,0.6953985361872084,0.3148626000308198,0,0
180,0.6873549551386129,0.3413531785226991,1,0
181,0.6483389548705374,0.4157728290549074,1,1
182,0.6252486432190935,0.3957090157406318,0,1
183,0.6008641692683708,0.4516358431228147,0,1
184,0.5916709148818664,0.47620081940612546,1,0
185,0.6348499422244945,0.4241168638634645,1,0
186,0.5760723339979357,0.3814329189569159,0,1
187,0.6076918037154698,0.31093950036973717,0,0
188,0.6050769478659987,0.2731893894797835,0,1
189,0.6855093004699929,0.2009367280038639,1,0
190,0.633962709687753,0.2517301270256065,1,1
191,0.6290564548019365,0.2648779977917932,0,1
192,0.6416511149668543,0.26918996165612696,1,0
193,0.6396372455597337,0.2362981619352243,0,0
194,0.6258145401134328,0.25770872988368543,1,0
195,0.7396549179025108,0.1296647166369517,1,0
196,0.53,0.53,1,0
197,0.551688435594458,0.5475381567593858,0,0
198,0.6263713397079693,0.5315389483887821,1,1
199,0.6278202130596059,0.46801331459078677,1,0
200,0.6396596318640976,0.45658930638777373,0,1
