"trial_num","mu_1","mu_2","payoff_1","payoff_2"
"150","0.41599237624440055","0.7390805322859125","0","1"
"151","0.3511606510856482","0.7656393571698202","1","1"
"152","0.40141717524091913","0.7217920870778323","0","1"
"153","0.4639071342045291","0.7723533942517707","1","1"
"154","0.5132543616589553","0.7538158770312166","1","1"
"155","0.4435516107841567","0.7709394840087622","0","1"
"156","0.5345423002338459","0.7384882738420626","1","1"
"157","0.5680236935508493","0.6820967046767088","0","1"
"158","0.6377119119410362","0.5337292514878724","1","0"
"159","0.6041401549621324","0.5577782996766439","1","0"
"160","0.5204388981126764","0.6267279521861114","0","0"
"161","0.6190535715304556","0.6181481881983606","1","1"
"162","0.5715580923825463","0.6214084361855047","0","0"
"163","0.6447341999262405","0.6039123133635581","1","0"
"164","0.7551641698288798","0.5456560864481407","1","0"
"165","0.811459520647846","0.5689285539338148","0","0"
"166","0.8313966345675936","0.5711819062548854","0","1"
"167","0.9198451031857234","0.5645032961253952","1","1"
"168","0.5","0.5","0","1"
"169","0.44781890672908153","0.5727685011365894","0","1"
"170","0.34480829644930866","0.5998137264991512","1","1"
"171","0.4510833438916837","0.5966064435328154","1","1"
"172","0.41011547315279806","0.6463139064949357","0","1"
"173","0.44972389779892163","0.6013037904296948","1","1"
"174","0.43781312535691586","0.6117928146894033","0","1"
"175","0.4187690576624241","0.5209710830350626","1","0"
"176","0.3937461926644563","0.5785236028115066","0","0"
"177","0.4385115396287643","0.5654541471858863","1","1"
"178","0.42812440255947515","0.49907597333907394","1","0"
"179","0.41154396992517306","0.41331257440371805","0","0"
"180","0.3918928677795779","0.45647056881822723","0","1"
"181","0.47451993180922736","0.374347576368143","1","1"
"182","0.5347626798127303","0.38482493883202196","0","1"
"183","0.6186923009255335","0.3890012200869193","0","0"
"184","0.5641137918529888","0.357767846459459","1","1"
"185","0.556955879631165","0.34316396838319285","1","1"
"186","0.5866302998743805","0.29839863055306226","1","1"
"187","0.5","0.5","1","1"
"188","0.5809991633056955","0.4740833877326208","0","0"
"189","0.5941858573178127","0.39257059518356285","1","0"
"190","0.37508565243932035","0.42355620409402295","0","0"
"191","0.4223263666476459","0.3703138696777203","0","0"
"192","0.42493399824294154","0.3591439084920808","0","1"
"193","0.5870849599046863","0.4300245237626119","1","0"
"194","0.5041583527664024","0.4973641801503945","1","1"
"195","0.4930267269615931","0.5276003540802869","1","1"
"196","0.43076777234410646","0.5696611878067899","0","1"
"197","0.3085200107370212","0.6608372429124106","0","1"
"198","0.2600932103418359","0.5693572119964119","1","0"
"199","0.1796838897781949","0.5288523709602224","0","0"
"200","0.30810260612624063","0.45537383945421417","0","0"
